"","id","StartDate","EndDate","studytime","bottest_filter","handw","discomfort1_1","discomfort1_2","discomfort1_3","discomfort1_4","discomfort1_5","discomfort1_6","discomfort1_7","discomfort1_8","dginstrux","comp2","fairQ","fairQ_rt_First.Click","fairQ_rt_Last.Click","fairQ_rt_Page.Submit","fairQ_rt_Click.Count","assignrt_First.Click","assignrt_Last.Click","assignrt_Page.Submit","assignrt_Click.Count","forced","preventRT_First.Click","preventRT_Last.Click","preventRT_Page.Submit","preventRT_Click.Count","comp1","r1_rt_First.Click","r1_rt_Last.Click","r1_rt_Page.Submit","r1_rt_Click.Count","dg1","dg1_rt_First.Click","dg1_rt_Last.Click","dg1_rt","dg1_rt_Click.Count","r2_rt_First.Click","r2_rt_Last.Click","r2_rt_Page.Submit","r2_rt_Click.Count","dg2","dg2_rt_First.Click","dg2_rt_Last.Click","dg2_rt","dg2_rt_Click.Count","r3_rt_First.Click","r3_rt_Last.Click","r3_rt_Page.Submit","r3_rt_Click.Count","dg3","dg3_rt_First.Click","dg3_rt_Last.Click","dg3_rt","dg3_rt_Click.Count","r4_rt_First.Click","r4_rt_Last.Click","r4_rt_Page.Submit","r4_rt_Click.Count","dg4","dg4_rt_First.Click","dg4_rt_Last.Click","dg4_rt","dg4_rt_Click.Count","r5_rt_First.Click","r5_rt_Last.Click","r5_rt_Page.Submit","r5_rt_Click.Count","dg5","dg5_rt_First.Click","dg5_rt_Last.Click","dg5_rt","dg5_rt_Click.Count","num1","num2","num3","num4","num5","num6","num7","num8a","num8b","num9","num10","num11","num12","num13","num14","compcheck","Guess","memQrt_First.Click","memQrt_Last.Click","memQrt_Page.Submit","memQrt_Click.Count","conf","discomfort3_1","discomfort3_2","discomfort3_3","discomfort3_4","discomfort3_5","discomfort3_6","discomfort3_7","discomfort3_8","responsible","gender","age","deception1","deception2","feedbackexcl","dgXP","id.1","dg1.1","dg2.1","dg3.1","dg4.1","dg5.1","Numeracy","DGAverage","AveRT","GuessVsAve","GuessVsAveA","DG.stdev","FairVsActual","discomfort_t1","discomfort_t2","diss","posA_t1","posA_t2","posAdiff"
"620",622,"7/12/19 8:30","7/12/19 8:36",6,1,"If you can't be there in person, send a letter.",1,1,1,1,7,7,7,7,"I have carefully read and understand the instructions above.",TRUE,90,3.158,3.823,5.91,2,0,0,2.106,0,"I have carefully read and understand the instructions above.",1.288,1.288,6.482,1,TRUE,0,0,3.007,0,90,3.109,5.031,6.016,2,0,0,3.105,0,80,2.712,2.712,4.014,1,0,0,3.006,0,80,1.928,1.928,3.358,1,0,0,3.107,0,90,2.066,2.066,3.051,1,0,0,3.007,0,80,1.847,1.847,2.674,1,"70","45","10","1 in 1000","10%","1","13","5","34","12","100","1 in 37 chance","34","12","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",54,1.173,2.557,3.189,2,4,1,1,1,1,7,7,7,7,4,"Female",28,1,1,1,3,463,90,80,80,90,80,1,84,3.8226,-30,30,5.47722557505166,6,1,1,0,5.8,5.8,0
"621",623,"7/12/19 8:03","7/12/19 8:36",33,1,"If you can't be there in person,send a letter.",3,5,5,4,5,5,6,6,"I have carefully read and understand the instructions above.",FALSE,30,10.122,10.122,12.055,1,0,0,2.198,0,"I have carefully read and understand the instructions above.",6.33,64.599,66.068,3,FALSE,0,0,3.079,0,50,15.481,15.481,17.185,1,0,0,3.14,0,50,11.325,11.325,12.567,1,0,0,3.025,0,50,12.256,18.164,19.041,2,0,0,3.121,0,50,4.888,4.888,5.239,1,0,0,3.054,0,50,5.079,5.079,6.543,1,"500","10","0.10%","1 in 100","10%","A","B","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",20,18.729,23.769,26.04,4,4,3,5,5,7,7,6,7,7,5,"Female",25,1,1,1,1,533,50,50,50,50,50,10,50,12.115,-30,30,0,-20,4.33333333333333,4.33333333333333,0,5.2,6.8,1.6
"623",625,"7/12/19 8:28","7/12/19 8:36",8,1,"If you can't be there in person, send a letter.",2,2,2,5,4,5,3,4,"I have carefully read and understand the instructions above.",FALSE,0,10.983,10.983,11.686,1,0,0,2.018,0,"I have carefully read and understand the instructions above.",19.474,19.474,20.12,1,FALSE,0,0,3.022,0,0,3.782,3.782,5.036,1,0,0,3.115,0,0,1.821,1.821,2.928,1,0,0,3.021,0,0,1.309,1.309,2.426,1,0,0,3.028,0,0,1.357,1.357,2.143,1,0,0,3.016,0,0,1.446,1.446,2.163,1,"500","10","0.01","1 in 10","10%","2","50","10","100","20","2","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",0,3.523,3.523,4.906,1,7,2,2,2,5,5,4,4,4,1,"Male",30,1,1,1,2,211,0,0,0,0,0,11,0,2.9392,0,0,0,0,2,2,0,4.2,4.4,0.2
"624",626,"7/12/19 8:22","7/12/19 8:36",14,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person, send a letter. And if you have trouble finding the time, let us help you!",2,1,2,7,7,6,4,4,"I have carefully read and understand the instructions above.",FALSE,30,10.902,10.902,11.569,1,0,0,2.11,0,"I have carefully read and understand the instructions above.",15.505,17.267,17.952,2,FALSE,0,0,3.112,0,50,5.801,5.801,6.619,1,0,0,3.011,0,50,3.001,3.001,3.601,1,0,0,3.108,0,50,3.198,3.198,3.874,1,0,0,3.109,0,50,2.593,2.593,3.119,1,0,0,3.011,0,50,2.038,2.038,2.496,1,"500","10","0.5","1 in 10","10%","2%","2%","10","100","20","5","1 in 12 chance","10","12%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall keeping",50,5.54,10.56,11.143,2,7,2,2,2,6,7,7,5,4,1,"Female",47,1,1,1,2,374,50,50,50,50,50,11,50,3.9418,0,0,0,-20,1.66666666666667,2,0.333333333333333,5.6,5.8,0.2
"625",627,"7/12/19 8:27","7/12/19 8:36",9,1,"And if you have trouble finding the time, let us help you! ",2,2,2,5,5,4,3,5,"I have carefully read and understand the instructions above.",TRUE,40,7.026,10.292,12.325,4,0,0,2.119,0,"I have carefully read and understand the instructions above.",1.355,1.355,21.903,1,FALSE,0,0,3.021,0,90,5.501,6.751,7.371,2,0,0,3.109,0,80,1.99,2.569,3.245,2,0,0,3.127,0,70,2.864,3.441,4.319,2,0,0,3.021,0,90,1.641,1.641,2.529,1,0,0,3.117,0,80,1.532,1.532,2.301,1,"500","10","0.10%","1 in 10","10%","2%","2%","10","1","20","5","1 in 12 chance","50","100","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",72,2.385,8.94,10.153,10,3,2,2,2,4,6,3,3,4,1,"Female",32,1,1,1,1,83,90,80,70,90,80,12,82,3.953,-10,10,8.36660026534076,-42,2,2,0,4.4,4,-0.4
"627",629,"7/12/19 8:18","7/12/19 8:37",19,1,"If you can't be there in person, send a letter.",1,1,1,6,7,6,5,6,"I have carefully read and understand the instructions above.",FALSE,50,11.925,11.925,14.982,1,0,0,2.119,0,"I have carefully read and understand the instructions above.",17.131,17.131,19.999,1,FALSE,0,0,3.115,0,30,5.862,5.862,8.749,1,0,0,3.028,0,40,4.513,4.513,7.447,1,0,0,3.131,0,30,4.244,4.244,6.906,1,0,0,3.011,0,50,5.161,5.161,8.068,1,0,0,3.012,0,30,3.902,3.902,7.774,1,"500","10","0.1","1 in 10","10%","2%","1 in 50","10","100","20","5","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",36,10.488,10.488,15.775,1,6,1,1,1,7,7,6,6,7,1,"Female",69,1,1,1,2,162,30,40,30,50,30,14,36,7.7888,0,0,8.94427190999916,14,1,1,0,6,6.6,0.6
"628",630,"7/12/19 8:30","7/12/19 8:37",7,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,7,7,"I have carefully read and understand the instructions above.",TRUE,10,9.308,9.308,10.097,1,0,0,2.111,0,"I have carefully read and understand the instructions above.",17.665,17.665,18.858,1,FALSE,0,0,3.009,0,50,4.124,4.124,5.196,1,0,0,3.111,0,50,2.673,2.673,3.565,1,0,0,3.011,0,50,4.352,5.858,6.743,2,0,0,3.112,0,50,2.08,2.08,2.781,1,0,0,3.01,0,50,1.85,2.712,3.079,2,"238","10","10","1 in 10","10%","2","2","10","100","20","10","1 in 12 chance","9","7","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",55,7.5,7.5,8.311,1,6,1,1,1,7,7,7,7,7,1,"Female",32,1,1,1,1,335,50,50,50,50,50,9,50,4.2728,5,5,0,-40,1,1,0,7,7,0
"630",632,"7/12/19 8:29","7/12/19 8:37",8,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,7,7,"I have carefully read and understand the instructions above.",TRUE,50,6.927,12.142,13.829,2,0,0,2.107,0,"I have carefully read and understand the instructions above.",17.591,17.591,21.508,1,FALSE,0,0,3.007,0,50,2.525,5.018,6.623,2,0,0,3.107,0,50,2.41,2.41,3.389,1,0,0,3.106,0,50,2.235,2.235,3.424,1,0,0,3.011,0,50,3.638,3.638,4.891,1,0,0,3.106,0,50,2.255,2.255,3.244,1,"500","1","1%","1 in 10","10%","2","2","10","100","20%","1","1 in 12 chance","90%","28","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,2.172,4.412,5.879,3,7,1,1,1,7,7,7,7,7,7,"Female",39,1,1,1,2,58,50,50,50,50,50,11,50,4.3142,0,0,0,0,1,1,0,7,7,0
"631",633,"7/12/19 8:23","7/12/19 8:37",14,1,"If you can't be there in person, send a letter.",1,1,1,1,5,2,5,3,"I have carefully read and understand the instructions above.",FALSE,50,5.456,8.732,9.986,3,0,0,2.007,0,"I have carefully read and understand the instructions above.",12.77,22.944,23.851,2,FALSE,0,0,3.007,0,50,5.418,6.246,8.71,2,0,0,3.008,0,50,1.733,1.733,2.831,1,0,0,3.106,0,50,4.374,9.274,10.668,4,0,0,3.007,0,50,2.023,2.023,3.005,1,0,0,3.008,0,0,5.706,11.063,12.24,4,"500","10","0.1","1 in 1000","10%","2","10","1","10","20","0.05","1 in 12 chance","1","32","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",45,2.178,13.23,14.912,2,5,1,2,1,6,6,6,7,4,1,"Male",34,1,1,1,1,337,50,50,50,50,0,7,40,7.4908,5,5,22.3606797749979,10,1,1.33333333333333,0.333333333333333,3.2,5.8,2.6
"633",635,"7/12/19 8:05","7/12/19 8:38",33,1,"Regular old put-a-stamo-on-it
mail mail
if you can't be there in person, send a letter.
and if you have trouble finding 
the time, let us help you!",1,1,1,4,6,2,4,3,"I have carefully read and understand the instructions above.",FALSE,10,21.501,32.708,34.055,6,0,0,2.007,0,"I have carefully read and understand the instructions above.",73.371,73.371,74.45,1,FALSE,0,0,3.006,0,10,9.266,9.266,13.2,1,0,0,3.008,0,20,3.742,3.742,8.276,1,0,0,3.007,0,30,3.074,3.074,5.151,1,0,0,3.007,0,50,3.072,3.072,6.817,1,0,0,3.007,0,50,3.86,3.86,5.866,1,"2","1%","1%","1 in 10","10%","2%","1 in 50 ","10%","1%","20%","1000","1 in 12 chance","10","20%","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",50,9.979,11.041,21.265,2,5,1,1,1,6,6,4,1,4,1,"Female",34,1,1,1,1,52,10,20,30,50,50,5,32,7.862,18,18,17.8885438199983,-22,1,1,0,3.8,4.2,0.4
"634",636,"7/12/19 8:28","7/12/19 8:38",10,1,"If you can't be there in person, send a letter.",1,1,1,6,7,7,7,6,"I have carefully read and understand the instructions above.",TRUE,50,10.386,10.386,11.554,1,0,0,2.011,0,"I have carefully read and understand the instructions above.",17.925,17.925,22.872,1,FALSE,0,0,3.006,0,90,7.542,7.542,9.119,1,0,0,3.013,0,90,2.96,2.96,3.943,1,0,0,3.111,0,80,3.377,3.377,4.331,1,0,0,3.005,0,90,3.289,3.289,4.448,1,0,0,3.108,0,80,3.079,3.079,4.028,1,"450","10","1","1 in 10","10%","2","2","10","100","20","100","1 in 12 chance","90","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",89,4.942,17.468,19.209,4,6,1,1,1,7,7,7,5,7,7,"Male",36,1,1,1,2,473,90,90,80,90,80,11,86,5.1738,3,3,5.47722557505166,-36,1,1,0,6.6,6.6,0
"636",638,"7/12/19 8:23","7/12/19 8:38",15,1,"If you can't be there in person, send a letter.",1,1,1,6,7,7,4,1,"I have carefully read and understand the instructions above.",FALSE,50,9.535,9.535,11.143,1,0,0,2.008,0,"I have carefully read and understand the instructions above.",21.204,21.204,22.802,1,FALSE,0,0,3.109,0,50,4.168,5.277,8.421,2,0,0,3.007,0,50,2.342,2.342,5.55,1,0,0,3.108,0,50,2.67,2.67,4.078,1,0,0,3.006,0,50,1.434,1.434,2.888,1,0,0,3.111,0,50,1.294,1.294,2.486,1,"500","10","0.10%","1 in 10","10%","2% in ten years","2 in 100 in ten years","10","100","20","0.002","1 in 12 chance","10%","64%","They both tested positive for SARS, and the doctor is more likely to have the disease","Report the average percent of the stake that you recall transferring",50,1.124,3.277,7.868,2,7,1,1,1,7,7,7,3,1,1,"Female",20,1,1,1,1,424,50,50,50,50,50,11,50,4.6846,0,0,0,0,1,1,0,5,5,0
"637",639,"7/12/19 8:24","7/12/19 8:38",14,1,"If you can't be there in person, send a letter.",1,1,1,7,7,7,4,7,"I have carefully read and understand the instructions above.",FALSE,10,8.88,8.88,15.808,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",29.581,29.581,30.462,1,FALSE,0,0,3.007,0,20,4.884,4.884,7.178,1,0,0,3.007,0,20,3.129,3.129,5.893,1,0,0,3.007,0,20,3.123,3.123,4.879,1,0,0,3.107,0,20,2.379,2.379,3.585,1,0,0,3.006,0,10,2.413,2.413,4.109,1,"500","1","10","1 in 10","10%","2","20","1","10","20","0.05","1 in 12 chance","9","16","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",20,7.918,7.918,10.148,1,5,1,1,1,7,7,1,4,7,1,"Female",38,1,1,1,1,451,20,20,20,20,10,7,18,5.1288,2,2,4.47213595499958,-8,1,1,0,6.4,5.2,-1.2
"640",642,"7/12/19 8:28","7/12/19 8:38",10,1,"If you can't be there in person, send a letter.",1,1,1,6,6,5,6,6,"I have carefully read and understand the instructions above.",FALSE,20,16.264,21.141,22.353,2,0,0,2.116,0,"I have carefully read and understand the instructions above.",5.629,26.526,28.365,4,FALSE,0,0,3.129,0,20,6.601,6.601,7.685,1,0,0,3.012,0,20,5.025,5.025,6.257,1,0,0,3.015,0,30,2.774,2.774,4.397,1,0,0,3.007,0,20,2.137,2.137,3.046,1,0,0,3.112,0,40,3.623,3.623,6.338,1,"500","10","0.01","1 in 10","10%","2","1","10","100","20","5","1 in 12 chance","1","100","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall keeping",26,22.301,25.569,26.215,2,6,1,1,1,6,6,5,6,6,1,"Male",52,1,1,1,3,194,20,20,30,20,40,10,26,5.5446,0,0,8.94427190999916,-6,1,1,0,5.8,5.8,0
"642",644,"7/12/19 8:26","7/12/19 8:38",12,1,"If you can't be there in person, send a letter.",1,1,1,7,7,6,4,3,"I have carefully read and understand the instructions above.",FALSE,0,11.389,24.932,26.806,6,0,0,2.008,0,"I have carefully read and understand the instructions above.",25.273,25.273,26.503,1,FALSE,0,0,3.109,0,10,5.431,5.431,7.271,1,0,0,3.007,0,10,3.595,3.595,4.967,1,0,0,3.007,0,10,3.478,3.478,4.771,1,0,0,3.007,0,10,3.06,3.06,4.406,1,0,0,3.019,0,10,2.87,2.87,4.361,1,"500","100","1","1 in 10","10%","2","2","10","1","20","5","1 in 12 chance","9","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",10,3.74,7.634,9.474,2,7,1,1,1,7,7,7,7,5,1,"Female",52,1,1,1,3,291,10,10,10,10,10,10,10,5.1552,0,0,0,-10,1,1,0,5.4,6.6,1.2
"645",647,"7/12/19 8:24","7/12/19 8:39",15,1,"If you can't be there in person, send a letter. ",1,1,1,4,6,6,3,5,"I have carefully read and understand the instructions above.",FALSE,20,8.571,8.571,10.011,1,0,0,2.011,0,"I have carefully read and understand the instructions above.",37.137,37.137,47.235,1,TRUE,0,0,3.112,0,40,5.669,5.669,7.291,1,0,0,3.11,0,50,5.031,5.031,6.71,1,0,0,3.01,0,40,3.502,3.502,5.1,1,0,0,3.008,0,50,2.922,2.922,4.682,1,0,0,3.009,0,40,4.018,4.018,5.372,1,"2","1","1","1 in 10","10%","2","2","10","10","20","0.0005","1 in 12 chance","1","20","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",40,18.755,18.755,20.407,1,4,1,1,1,4,5,6,4,4,2,"Female",39,1,1,1,2,419,40,50,40,50,40,8,44,5.831,-4,4,5.47722557505166,-24,1,1,0,4.8,4.6,-0.2
"646",648,"7/12/19 8:21","7/12/19 8:39",18,1,"If you can't be there in person, send a letter.",6,2,3,7,7,7,7,7,"I have carefully read and understand the instructions above.",FALSE,0,14.172,15.594,18.49,2,0,0,2.008,0,"I have carefully read and understand the instructions above.",7.322,7.322,18.21,1,FALSE,0,0,3.107,0,50,5.156,6.24,7.975,2,0,0,3.005,0,50,3.1,4.142,5.695,2,0,0,3.105,0,40,2.558,2.558,3.694,1,0,0,3.006,0,40,1.891,1.891,3.132,1,0,0,3.108,0,10,2.976,2.976,6.204,1,"700","10","1","1 in 10","10%","2","4","10","100","20","0.05","1 in 12 chance","80","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,2.184,8.368,22.026,2,5,2,1,1,7,7,7,7,7,1,"Male",36,1,1,1,1,294,50,50,40,40,10,10,38,5.34,12,12,16.431676725155,-38,3.66666666666667,1.33333333333333,-2.33333333333333,7,7,0
"647",649,"7/12/19 8:27","7/12/19 8:39",12,1,"If you can't be there in person, send a letter.",2,2,2,6,6,6,5,6,"I have carefully read and understand the instructions above.",FALSE,10,8.763,8.763,9.747,1,0,0,2.012,0,"I have carefully read and understand the instructions above.",27.653,27.653,29.647,1,FALSE,0,0,3.221,0,50,3.937,3.937,5.168,1,0,0,3.202,0,50,4.445,4.445,5.779,1,0,0,3.471,0,50,3.764,3.764,4.959,1,0,0,3.008,0,50,3.488,3.488,4.702,1,0,0,3.014,0,50,2.84,2.84,4.034,1,"500","10","100","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","10","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",50,5.701,5.701,8.829,1,7,2,2,2,6,6,6,5,6,1,"Female",69,1,1,1,3,621,50,50,50,50,50,13,50,4.9284,0,0,0,-40,2,2,0,5.8,5.8,0
"649",651,"7/12/19 8:23","7/12/19 8:40",17,1,"If you can't be there in person send a letter.",2,2,1,7,6,7,6,7,"I have carefully read and understand the instructions above.",FALSE,20,10.774,10.774,11.908,1,0,0,3.815,0,"I have carefully read and understand the instructions above.",22.9,22.9,24.057,1,FALSE,0,0,4.081,0,30,40.274,40.274,42.623,1,0,0,3.11,0,50,2.693,2.693,3.283,1,0,0,3.113,0,0,1.703,1.703,3.138,1,0,0,3.111,0,20,2.015,2.015,2.626,1,0,0,3.011,0,50,2.52,2.52,3.093,1,"500","10","1","1 in 10","10%","2","2","10","100","20","0.5","1 in 12 chance","9","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",40,3.743,8.59,9.694,2,6,3,3,2,7,6,7,5,6,2,"Male",29,1,1,1,1,129,30,50,0,20,50,11,30,10.9526,10,10,21.2132034355964,-10,1.66666666666667,2.66666666666667,1,6.6,6.2,-0.399999999999999
"650",652,"7/12/19 8:28","7/12/19 8:40",12,1,"If you can't be there in person, send a letter.",1,1,1,6,6,7,6,5,"I have carefully read and understand the instructions above.",FALSE,50,7.398,7.398,8.194,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",116.063,116.063,116.918,1,FALSE,0,0,3.106,0,50,5.741,5.741,6.456,1,0,0,3.006,0,40,1.883,1.883,2.679,1,0,0,3.006,0,30,1.679,1.679,2.314,1,0,0,3.005,0,50,2.118,2.118,2.768,1,0,0,3.109,0,40,1.515,2.14,2.864,2,"500","10","0.1","1 in 10","10%","2","2","10","100","20","5","1 in 12 chance","50","64","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",42,24.9,27.171,27.926,2,6,1,1,1,7,7,6,6,5,1,"Female",43,1,1,1,3,97,50,40,30,50,40,14,42,3.4162,0,0,8.36660026534076,8,1,1,0,6,6.2,0.2
"651",653,"7/12/19 8:27","7/12/19 8:40",13,1,"If you can't be there in person, send a letter.",2,1,2,7,7,6,5,6,"I have carefully read and understand the instructions above.",FALSE,10,3.731,10.245,10.795,3,0,0,2.007,0,"I have carefully read and understand the instructions above.",17.791,17.791,18.411,1,FALSE,0,0,3.007,0,20,4.053,4.053,5.044,1,0,0,3.007,0,20,3.311,3.311,4.262,1,0,0,3.005,0,10,2.438,2.866,3.639,2,0,0,3.106,0,30,2.019,3.482,3.679,3,0,0,3.008,0,10,1.599,2.787,3.976,3,"500","10","0.001","1 in 10","10%","2%","2%","10","100","20","50","1 in 12 chance","10%","64","They both tested positive for SARS and the person in the at-risk population is more likely to have the disease.","Report the average percent of the stake that you recall transferring",16,5.036,23.763,24.645,4,6,1,2,1,6,7,6,7,5,1,"Male",21,1,1,1,1,628,20,20,10,30,10,12,18,4.12,-2,2,8.36660026534076,-8,1.66666666666667,1.33333333333333,-0.333333333333333,6.2,6.2,0
"652",654,"7/12/19 8:25","7/12/19 8:40",15,1,"regular old put-a-stamp-on-it mail mail. If you can't be there in person, send a letter. And if you have trouble finding the time, let us help you!",2,2,2,6,7,6,4,5,"I have carefully read and understand the instructions above.",FALSE,10,37.043,40.372,46.647,2,0,0,3.693,0,"I have carefully read and understand the instructions above.",22.198,22.198,23.448,1,FALSE,0,0,3.196,0,90,3.381,3.381,4.46,1,0,0,3.108,0,90,3.477,3.477,4.668,1,0,0,4.175,0,90,2.557,2.557,3.967,1,0,0,3.012,0,80,2.947,2.947,4.105,1,0,0,3.107,0,90,3.451,3.451,4.43,1,"2","10","0.1","1 in 10","10%","2","2","10","100","20","10","1 in 12 chance","10","128","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",85,10.249,13.737,19.401,3,4,2,3,3,6,4,5,5,5,2,"Female",29,1,1,1,4,576,90,90,90,80,90,11,88,4.326,-3,3,4.47213595499958,-78,2,2.66666666666667,0.666666666666667,5.6,5,-0.6
"654",656,"7/12/19 8:30","7/12/19 8:41",11,1,"If you can't be there in person send a letter.",1,1,1,7,7,7,5,7,"I have carefully read and understand the instructions above.",FALSE,30,5.357,5.357,9.693,1,0,0,2.006,0,"I have carefully read and understand the instructions above.",1.229,1.229,21.624,1,FALSE,0,0,3.006,0,40,10.061,10.061,10.806,1,0,0,3.106,0,50,4.086,4.086,4.792,1,0,0,3.006,0,40,2.031,3.887,4.487,4,0,0,3.01,0,10,2.039,2.039,3.156,1,0,0,3.006,0,40,2.899,2.899,3.637,1,"500","1","1%","1 in 10","1%","2","2","10","100","20","0.1","1 in 12 chance","10","7","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",75,6.642,15.564,16.322,3,6,1,1,1,7,7,7,7,7,7,"Female",28,1,1,1,2,280,40,50,40,10,40,9,36,5.3756,39,39,15.1657508881031,-6,1,1,0,6.6,7,0.4
"656",658,"7/12/19 8:30","7/12/19 8:41",11,1,"If you can't be there in person, send a letter.",5,6,5,6,6,7,4,5,"I have carefully read and understand the instructions above.",TRUE,50,6.909,6.909,7.545,1,0,0,2.01,0,"I have carefully read and understand the instructions above.",5.128,20.911,26.384,7,FALSE,0,0,3.11,0,30,5.101,5.101,7.152,1,0,0,3.109,0,30,2.979,2.979,3.583,1,0,0,3.009,0,40,1.927,1.927,2.499,1,0,0,3.009,0,40,2.375,2.375,3.2,1,0,0,3.11,0,50,1.645,1.801,2.6,2,"50","1","1","1 in 10","10%","2","1 in 200","10","100","20","1","1 in 12 chance","80","10","They both tested positive for SARS and therefore are equally likely to have the disease","Report the average percent of the stake that you recall transferring",30,2.723,7.459,16.92,2,5,5,6,5,6,6,6,5,4,1,"Female",32,1,1,1,1,520,30,30,40,40,50,8,38,3.8068,-8,8,8.36660026534076,12,5.33333333333333,5.33333333333333,0,5.6,5.4,-0.199999999999999
